pais,cidade,temperatura,temperatura_min,temperatura_max,descricao,data_requisicao
BR,Recife,28,28,28,nuvens dispersas,230810
BR,Recife,28,28,28,nuvens dispersas,230810
BR,Recife,28,28,28,nublado,230810
BR,Recife,28,28,28,nublado,230810
BR,Recife,28,28,28,nublado,230810
BR,Recife,28,28,28,nublado,230810
BR,Recife,28,28,28,nublado,230810
